,x,y,x_end,Przedmiot,Strona,length_x,hour_mapped,x_cord_mapped,hour_diff,Godzina rozpoczęcia,Duration,Week_day
370,702.22,473.7016,730.44928,19:00_,8,28.229280000000017,19:00_,702.22,0.0,19:15,1h 30min,Sobota 28.11.2020_
371,753.6,473.7016,781.82928,20:00_,8,28.229280000000017,20:00_,753.6,0.0,20:15,1h 30min,Sobota 28.11.2020_
372,39.24,412.5016,52.74192,ISI_,8,13.501919999999998,-1,-1.0,40.24,-1,1h 30min,Sobota 28.11.2020_
373,136.82,409.2616,193.00351999999998,"ME [w], dr hab. _L.Błaszkiewicz_",8,56.18351999999999,07:00_,85.8,51.019999999999996,8:00,1h 30min,Sobota 28.11.2020_
374,226.7,409.2616,282.88352,"ME [w], dr hab. _L.Błaszkiewicz_",8,56.18351999999999,09:00_,188.54,38.16,10:00,1h 30min,Sobota 28.11.2020_
375,309.53,409.2616,379.86391999999995,"WdGM [ćw], dr inż. _M.Bodzioch_",8,70.33391999999998,11:00_,291.29,18.239999999999952,11:30,2h 15min,Sobota 28.11.2020_
376,399.41,409.2616,469.74392,"WdGM [ćw], dr inż. _M.Bodzioch_",8,70.33391999999998,13:00_,394.01,5.400000000000034,13:15,2h 15min,Sobota 28.11.2020_
377,491.47,414.4516,555.33172,"IO [w], dr M.Kolev_",8,63.86171999999999,14:00_,445.39,46.08000000000004,15:00,1h 30min,Sobota 28.11.2020_
378,588.07,414.4516,676.82356,"WWW [ćw], mgr H.Pikus_",8,88.75356,16:00_,548.11,39.960000000000036,17:00,2h 15min,Sobota 28.11.2020_
379,85.8,336.3916,114.02928,07:00_,8,28.229280000000003,07:00_,85.8,0.0,7:15,1h 30min,Sobota 28.11.2020_
380,137.18,336.3916,165.40928,08:00_,8,28.22927999999999,08:00_,137.18,0.0,8:15,1h 30min,Sobota 28.11.2020_
381,188.54,336.3916,216.76927999999998,09:00_,8,28.22927999999999,09:00_,188.54,0.0,9:15,1h 30min,Sobota 28.11.2020_
382,239.9,336.3916,268.12928,10:00_,8,28.22927999999999,10:00_,239.9,0.0,10:15,1h 30min,Sobota 28.11.2020_
383,291.29,336.3916,319.51928000000004,11:00_,8,28.229280000000017,11:00_,291.29,0.0,11:15,1h 30min,Sobota 28.11.2020_
384,342.65,336.3916,370.87928,12:00_,8,28.229280000000017,12:00_,342.65,0.0,12:15,1h 30min,Sobota 28.11.2020_
385,394.01,336.3916,422.23928,13:00_,8,28.229280000000017,13:00_,394.01,0.0,13:15,1h 30min,Sobota 28.11.2020_
386,445.39,336.3916,473.61928,14:00_,8,28.229280000000017,14:00_,445.39,0.0,14:15,1h 30min,Sobota 28.11.2020_
387,496.75,336.3916,524.97928,15:00_,8,28.229280000000017,15:00_,496.75,0.0,15:15,1h 30min,Sobota 28.11.2020_
388,548.11,336.3916,576.33928,16:00_,8,28.229280000000017,16:00_,548.11,0.0,16:15,1h 30min,Sobota 28.11.2020_
389,599.5,336.3916,627.72928,17:00_,8,28.229280000000017,17:00_,599.5,0.0,17:15,1h 30min,Sobota 28.11.2020_
390,650.86,336.3916,679.08928,18:00_,8,28.229280000000017,18:00_,650.86,0.0,18:15,1h 30min,Sobota 28.11.2020_
391,702.22,336.3916,730.44928,19:00_,8,28.229280000000017,19:00_,702.22,0.0,19:15,1h 30min,Sobota 28.11.2020_
392,753.6,336.3916,781.82928,20:00_,8,28.229280000000017,20:00_,753.6,0.0,20:15,1h 30min,Sobota 28.11.2020_
393,375.77,351.19,491.642,Niedziela 29.11.2020_,8,115.87200000000001,12:00_,342.65,33.120000000000005,12:45,2h 30min,Sobota 28.11.2020_
394,39.24,275.1716,52.74192,ISI_,8,13.501919999999998,-1,-1.0,40.24,-1,1h 30min,Sobota 28.11.2020_
395,130.22,271.9616,199.59715999999997,"WdGM [w], dr hab. _A.Denisiuk_",8,69.37715999999998,07:00_,85.8,44.42,8:00,1h 30min,Sobota 28.11.2020_
396,220.1,271.9616,289.47715999999997,"WdGM [w], dr hab. _A.Denisiuk_",8,69.37715999999998,09:00_,188.54,31.560000000000002,9:45,1h 30min,Sobota 28.11.2020_
397,317.45,271.9616,371.95315999999997,"ERI [w], dr inż. _B.Nowak_",8,54.50315999999998,11:00_,291.29,26.159999999999968,11:45,1h 30min,Sobota 28.11.2020_
398,402.17,271.9616,466.98044,"WWW [w], dr inż. _B.Nowak_",8,64.81043999999997,13:00_,394.01,8.160000000000025,13:15,1h 30min,Sobota 28.11.2020_
399,47.64,186.2516,782.992319999999,"ME - Mieernictwo elektroniczne, ERI - Elementy robotyki inteligentnej, IO - Inżynieria oprogramowania, WdGM - Wprowadzenie do grafiki maszynowej,_WWW - Programowanie aplikacji www, ASK - Administrowanie sieciami komputerowymi, AiSD - Algorytmy i struktury danych_",8,735.352319999999,-1,-1.0,48.64,-1,2h 30min,Sobota 28.11.2020_
400,47.64,101.9816,134.18255999999997,Wykonał:_Mariusz Bodzioch_,8,86.54255999999997,-1,-1.0,48.64,-1,2h 15min,Sobota 28.11.2020_
401,319.85,116.0216,432.77816,Przedst. samorz. stud.:_,8,112.92815999999999,11:00_,291.29,28.560000000000002,11:45,2h 30min,Sobota 28.11.2020_
402,615.22,116.0216,657.98896,Dziekan:_,8,42.76895999999999,17:00_,599.5,15.720000000000027,17:30,1h 30min,Sobota 28.11.2020_
403,309.17,516.7516,558.0430400000002,"Plan NS sem. zimowy 2020/2021_Informatyka, NS - I st., rok III, semestr 5_",9,248.87304000000023,11:00_,291.29,17.879999999999995,11:30,2h 30min,
404,381.53,488.5,485.894,Sobota 05.12.2020_,9,104.36400000000003,12:00_,342.65,38.879999999999995,13:00,2h 30min,
405,85.8,473.7016,114.02928,07:00_,9,28.229280000000003,07:00_,85.8,0.0,7:15,1h 30min,Sobota 05.12.2020_
406,137.18,473.7016,165.40928,08:00_,9,28.22927999999999,08:00_,137.18,0.0,8:15,1h 30min,Sobota 05.12.2020_
407,188.54,473.7016,216.76927999999998,09:00_,9,28.22927999999999,09:00_,188.54,0.0,9:15,1h 30min,Sobota 05.12.2020_
408,239.9,473.7016,268.12928,10:00_,9,28.22927999999999,10:00_,239.9,0.0,10:15,1h 30min,Sobota 05.12.2020_
409,291.29,473.7016,319.51928000000004,11:00_,9,28.229280000000017,11:00_,291.29,0.0,11:15,1h 30min,Sobota 05.12.2020_
410,342.65,473.7016,370.87928,12:00_,9,28.229280000000017,12:00_,342.65,0.0,12:15,1h 30min,Sobota 05.12.2020_
411,394.01,473.7016,422.23928,13:00_,9,28.229280000000017,13:00_,394.01,0.0,13:15,1h 30min,Sobota 05.12.2020_
412,445.39,473.7016,473.61928,14:00_,9,28.229280000000017,14:00_,445.39,0.0,14:15,1h 30min,Sobota 05.12.2020_
413,496.75,473.7016,524.97928,15:00_,9,28.229280000000017,15:00_,496.75,0.0,15:15,1h 30min,Sobota 05.12.2020_
414,548.11,473.7016,576.33928,16:00_,9,28.229280000000017,16:00_,548.11,0.0,16:15,1h 30min,Sobota 05.12.2020_
415,599.5,473.7016,627.72928,17:00_,9,28.229280000000017,17:00_,599.5,0.0,17:15,1h 30min,Sobota 05.12.2020_
416,650.86,473.7016,679.08928,18:00_,9,28.229280000000017,18:00_,650.86,0.0,18:15,1h 30min,Sobota 05.12.2020_
417,702.22,473.7016,730.44928,19:00_,9,28.229280000000017,19:00_,702.22,0.0,19:15,1h 30min,Sobota 05.12.2020_
418,753.6,473.7016,781.82928,20:00_,9,28.229280000000017,20:00_,753.6,0.0,20:15,1h 30min,Sobota 05.12.2020_
419,39.24,412.5016,52.74192,ISI_,9,13.501919999999998,-1,-1.0,40.24,-1,1h 30min,Sobota 05.12.2020_
420,202.94,414.4516,253.25432,Blok językowy_,9,50.31432000000001,09:00_,188.54,14.400000000000006,9:30,1h 30min,Sobota 05.12.2020_
421,354.65,409.2616,409.53907999999996,"ASK [w], dr _J.Szubiakowski_",9,54.88907999999998,12:00_,342.65,12.0,12:15,1h 30min,Sobota 05.12.2020_
422,444.55,409.2616,499.43908,"ASK [ćw], dr _J.Szubiakowski_",9,54.88907999999998,13:00_,394.01,50.54000000000002,14:00,1h 30min,Sobota 05.12.2020_
423,530.35,409.2616,595.7554,"ERI [ćw], mgr inż. _R.Cybulski_",9,65.40539999999999,15:00_,496.75,33.60000000000002,15:45,1h 30min,Sobota 05.12.2020_
424,620.26,409.2616,685.6654,"ERI [ćw], mgr inż. _R.Cybulski_",9,65.40539999999999,17:00_,599.5,20.75999999999999,17:30,1h 30min,Sobota 05.12.2020_
425,85.8,336.3916,114.02928,07:00_,9,28.229280000000003,07:00_,85.8,0.0,7:15,1h 30min,Sobota 05.12.2020_
426,137.18,336.3916,165.40928,08:00_,9,28.22927999999999,08:00_,137.18,0.0,8:15,1h 30min,Sobota 05.12.2020_
427,188.54,336.3916,216.76927999999998,09:00_,9,28.22927999999999,09:00_,188.54,0.0,9:15,1h 30min,Sobota 05.12.2020_
428,239.9,336.3916,268.12928,10:00_,9,28.22927999999999,10:00_,239.9,0.0,10:15,1h 30min,Sobota 05.12.2020_
429,291.29,336.3916,319.51928000000004,11:00_,9,28.229280000000017,11:00_,291.29,0.0,11:15,1h 30min,Sobota 05.12.2020_
430,342.65,336.3916,370.87928,12:00_,9,28.229280000000017,12:00_,342.65,0.0,12:15,1h 30min,Sobota 05.12.2020_
431,394.01,336.3916,422.23928,13:00_,9,28.229280000000017,13:00_,394.01,0.0,13:15,1h 30min,Sobota 05.12.2020_
432,445.39,336.3916,473.61928,14:00_,9,28.229280000000017,14:00_,445.39,0.0,14:15,1h 30min,Sobota 05.12.2020_
433,496.75,336.3916,524.97928,15:00_,9,28.229280000000017,15:00_,496.75,0.0,15:15,1h 30min,Sobota 05.12.2020_
434,548.11,336.3916,576.33928,16:00_,9,28.229280000000017,16:00_,548.11,0.0,16:15,1h 30min,Sobota 05.12.2020_
435,599.5,336.3916,627.72928,17:00_,9,28.229280000000017,17:00_,599.5,0.0,17:15,1h 30min,Sobota 05.12.2020_
436,650.86,336.3916,679.08928,18:00_,9,28.229280000000017,18:00_,650.86,0.0,18:15,1h 30min,Sobota 05.12.2020_
437,702.22,336.3916,730.44928,19:00_,9,28.229280000000017,19:00_,702.22,0.0,19:15,1h 30min,Sobota 05.12.2020_
438,753.6,336.3916,781.82928,20:00_,9,28.229280000000017,20:00_,753.6,0.0,20:15,1h 30min,Sobota 05.12.2020_
439,375.77,351.19,491.642,Niedziela 06.12.2020_,9,115.87200000000001,12:00_,342.65,33.120000000000005,12:45,2h 30min,Sobota 05.12.2020_
440,39.24,275.1716,52.74192,ISI_,9,13.501919999999998,-1,-1.0,40.24,-1,1h 30min,Sobota 05.12.2020_
441,134.66,271.9616,195.15295999999998,"IO [ćw], mgr inż. _M.Żużel_",9,60.49295999999998,07:00_,85.8,48.86,8:00,1h 30min,Sobota 05.12.2020_
442,224.54,271.9616,285.03295999999995,"IO [ćw], mgr inż. _M.Żużel_",9,60.492959999999954,09:00_,188.54,36.0,9:45,1h 30min,Sobota 05.12.2020_
443,317.45,271.9616,371.95315999999997,"ERI [w], dr inż. _B.Nowak_",9,54.50315999999998,11:00_,291.29,26.159999999999968,11:45,1h 30min,Sobota 05.12.2020_
444,407.33,271.9616,461.83315999999996,"ERI [w], dr inż. _B.Nowak_",9,54.50315999999998,13:00_,394.01,13.319999999999993,13:30,1h 30min,Sobota 05.12.2020_
445,489.31,287.34159999999997,559.63588,"AiSD [ćw], mgr inż. _",9,70.32588000000004,14:00_,445.39,43.920000000000016,15:00,2h 15min,Sobota 05.12.2020_
446,579.19,287.34159999999997,649.51588,"AiSD [ćw], mgr inż. _",9,70.32587999999998,16:00_,548.11,31.08000000000004,16:45,2h 15min,Sobota 05.12.2020_
447,503.11,277.1216,661.9080399999998,T.Krzywicki                                                    _,9,158.7980399999998,15:00_,496.75,6.360000000000014,15:15,2h 30min,Sobota 05.12.2020_
448,592.99,277.1216,751.7880399999998,T.Krzywicki                                                    _,9,158.7980399999998,16:00_,548.11,44.879999999999995,17:00,2h 30min,Sobota 05.12.2020_
449,490.87,266.9216,556.01008,grupa powtórkowa_,9,65.14008000000001,14:00_,445.39,45.48000000000002,15:00,1h 30min,Sobota 05.12.2020_
450,580.75,266.9216,645.89008,grupa powtórkowa_,9,65.14008000000001,16:00_,548.11,32.639999999999986,16:45,1h 30min,Sobota 05.12.2020_
451,47.64,186.2516,782.992319999999,"ME - Mieernictwo elektroniczne, ERI - Elementy robotyki inteligentnej, IO - Inżynieria oprogramowania, WdGM - Wprowadzenie do grafiki maszynowej,_WWW - Programowanie aplikacji www, ASK - Administrowanie sieciami komputerowymi, AiSD - Algorytmy i struktury danych_",9,735.352319999999,-1,-1.0,48.64,-1,2h 30min,Sobota 05.12.2020_
452,47.64,101.9816,134.18255999999997,Wykonał:_Mariusz Bodzioch_,9,86.54255999999997,-1,-1.0,48.64,-1,2h 15min,Sobota 05.12.2020_
453,319.85,116.0216,432.77816,Przedst. samorz. stud.:_,9,112.92815999999999,11:00_,291.29,28.560000000000002,11:45,2h 30min,Sobota 05.12.2020_
454,615.22,116.0216,657.98896,Dziekan:_,9,42.76895999999999,17:00_,599.5,15.720000000000027,17:30,1h 30min,Sobota 05.12.2020_
455,309.17,516.7516,558.0430400000002,"Plan NS sem. zimowy 2020/2021_Informatyka, NS - I st., rok III, semestr 5_",10,248.87304000000023,11:00_,291.29,17.879999999999995,11:30,2h 30min,
456,381.53,488.5,485.894,Sobota 12.12.2020_,10,104.36400000000003,12:00_,342.65,38.879999999999995,13:00,2h 30min,
457,85.8,473.7016,114.02928,07:00_,10,28.229280000000003,07:00_,85.8,0.0,7:15,1h 30min,Sobota 12.12.2020_
458,137.18,473.7016,165.40928,08:00_,10,28.22927999999999,08:00_,137.18,0.0,8:15,1h 30min,Sobota 12.12.2020_
459,188.54,473.7016,216.76927999999998,09:00_,10,28.22927999999999,09:00_,188.54,0.0,9:15,1h 30min,Sobota 12.12.2020_
460,239.9,473.7016,268.12928,10:00_,10,28.22927999999999,10:00_,239.9,0.0,10:15,1h 30min,Sobota 12.12.2020_
461,291.29,473.7016,319.51928000000004,11:00_,10,28.229280000000017,11:00_,291.29,0.0,11:15,1h 30min,Sobota 12.12.2020_
462,342.65,473.7016,370.87928,12:00_,10,28.229280000000017,12:00_,342.65,0.0,12:15,1h 30min,Sobota 12.12.2020_
463,394.01,473.7016,422.23928,13:00_,10,28.229280000000017,13:00_,394.01,0.0,13:15,1h 30min,Sobota 12.12.2020_
464,445.39,473.7016,473.61928,14:00_,10,28.229280000000017,14:00_,445.39,0.0,14:15,1h 30min,Sobota 12.12.2020_
465,496.75,473.7016,524.97928,15:00_,10,28.229280000000017,15:00_,496.75,0.0,15:15,1h 30min,Sobota 12.12.2020_
466,548.11,473.7016,576.33928,16:00_,10,28.229280000000017,16:00_,548.11,0.0,16:15,1h 30min,Sobota 12.12.2020_
467,599.5,473.7016,627.72928,17:00_,10,28.229280000000017,17:00_,599.5,0.0,17:15,1h 30min,Sobota 12.12.2020_
468,650.86,473.7016,679.08928,18:00_,10,28.229280000000017,18:00_,650.86,0.0,18:15,1h 30min,Sobota 12.12.2020_
469,702.22,473.7016,730.44928,19:00_,10,28.229280000000017,19:00_,702.22,0.0,19:15,1h 30min,Sobota 12.12.2020_
470,753.6,473.7016,781.82928,20:00_,10,28.229280000000017,20:00_,753.6,0.0,20:15,1h 30min,Sobota 12.12.2020_
471,39.24,412.5016,52.74192,ISI_,10,13.501919999999998,-1,-1.0,40.24,-1,1h 30min,Sobota 12.12.2020_
472,136.82,409.2616,193.00351999999998,"ME [w], dr hab. _L.Błaszkiewicz_",10,56.18351999999999,07:00_,85.8,51.019999999999996,8:00,1h 30min,Sobota 12.12.2020_
473,226.7,409.2616,282.88352,"ME [w], dr hab. _L.Błaszkiewicz_",10,56.18351999999999,09:00_,188.54,38.16,10:00,1h 30min,Sobota 12.12.2020_
474,316.13,409.2616,371.01908,"ASK [w], dr _J.Szubiakowski_",10,54.88907999999998,11:00_,291.29,24.839999999999975,11:30,1h 30min,Sobota 12.12.2020_
475,406.01,409.2616,460.89907999999997,"ASK [ćw], dr _J.Szubiakowski_",10,54.88907999999998,13:00_,394.01,12.0,13:15,1h 30min,Sobota 12.12.2020_
476,490.75,414.4516,594.5464,"ERI [ćw], mgr inż. R.Cybulski_",10,103.79639999999995,14:00_,445.39,45.360000000000014,15:00,2h 30min,Sobota 12.12.2020_
477,85.8,336.3916,114.02928,07:00_,10,28.229280000000003,07:00_,85.8,0.0,7:15,1h 30min,Sobota 12.12.2020_
478,137.18,336.3916,165.40928,08:00_,10,28.22927999999999,08:00_,137.18,0.0,8:15,1h 30min,Sobota 12.12.2020_
479,188.54,336.3916,216.76927999999998,09:00_,10,28.22927999999999,09:00_,188.54,0.0,9:15,1h 30min,Sobota 12.12.2020_
480,239.9,336.3916,268.12928,10:00_,10,28.22927999999999,10:00_,239.9,0.0,10:15,1h 30min,Sobota 12.12.2020_
481,291.29,336.3916,319.51928000000004,11:00_,10,28.229280000000017,11:00_,291.29,0.0,11:15,1h 30min,Sobota 12.12.2020_
482,342.65,336.3916,370.87928,12:00_,10,28.229280000000017,12:00_,342.65,0.0,12:15,1h 30min,Sobota 12.12.2020_
483,394.01,336.3916,422.23928,13:00_,10,28.229280000000017,13:00_,394.01,0.0,13:15,1h 30min,Sobota 12.12.2020_
484,445.39,336.3916,473.61928,14:00_,10,28.229280000000017,14:00_,445.39,0.0,14:15,1h 30min,Sobota 12.12.2020_
485,496.75,336.3916,524.97928,15:00_,10,28.229280000000017,15:00_,496.75,0.0,15:15,1h 30min,Sobota 12.12.2020_
486,548.11,336.3916,576.33928,16:00_,10,28.229280000000017,16:00_,548.11,0.0,16:15,1h 30min,Sobota 12.12.2020_
487,599.5,336.3916,627.72928,17:00_,10,28.229280000000017,17:00_,599.5,0.0,17:15,1h 30min,Sobota 12.12.2020_
488,650.86,336.3916,679.08928,18:00_,10,28.229280000000017,18:00_,650.86,0.0,18:15,1h 30min,Sobota 12.12.2020_
489,702.22,336.3916,730.44928,19:00_,10,28.229280000000017,19:00_,702.22,0.0,19:15,1h 30min,Sobota 12.12.2020_
490,753.6,336.3916,781.82928,20:00_,10,28.229280000000017,20:00_,753.6,0.0,20:15,1h 30min,Sobota 12.12.2020_
491,375.77,351.19,491.642,Niedziela 13.12.2020_,10,115.87200000000001,12:00_,342.65,33.120000000000005,12:45,2h 30min,Sobota 12.12.2020_
492,39.24,275.1716,52.74192,ISI_,10,13.501919999999998,-1,-1.0,40.24,-1,1h 30min,Sobota 12.12.2020_
493,130.22,271.9616,199.59715999999997,"WdGM [w], dr hab. _A.Denisiuk_",10,69.37715999999998,07:00_,85.8,44.42,8:00,1h 30min,Sobota 12.12.2020_
494,220.1,271.9616,289.47715999999997,"WdGM [w], dr hab. _A.Denisiuk_",10,69.37715999999998,09:00_,188.54,31.560000000000002,9:45,1h 30min,Sobota 12.12.2020_
495,318.41,277.1216,407.16355999999996,"WWW [ćw], mgr H.Pikus_",10,88.75355999999994,11:00_,291.29,27.120000000000005,11:45,2h 15min,Sobota 12.12.2020_
496,451.75,277.1216,610.5480399999998,T.Krzywicki                                                    _,10,158.7980399999998,14:00_,445.39,6.360000000000014,14:15,2h 30min,Sobota 12.12.2020_
497,541.63,277.1216,700.4280399999998,T.Krzywicki                                                    _,10,158.7980399999998,15:00_,496.75,44.879999999999995,16:00,2h 30min,Sobota 12.12.2020_
498,437.95,287.34159999999997,508.27588,"AiSD [ćw], mgr inż. _",10,70.32587999999998,13:00_,394.01,43.94,14:00,2h 15min,Sobota 12.12.2020_
499,527.83,287.34159999999997,598.15588,"AiSD [ćw], mgr inż. _",10,70.32587999999998,15:00_,496.75,31.08000000000004,15:45,2h 15min,Sobota 12.12.2020_
500,439.51,266.9216,504.65007999999995,grupa powtórkowa_,10,65.14007999999995,13:00_,394.01,45.5,14:00,1h 30min,Sobota 12.12.2020_
501,529.39,266.9216,594.53008,grupa powtórkowa_,10,65.14008000000001,15:00_,496.75,32.639999999999986,15:45,1h 30min,Sobota 12.12.2020_
502,47.64,186.2516,782.992319999999,"ME - Mieernictwo elektroniczne, ERI - Elementy robotyki inteligentnej, IO - Inżynieria oprogramowania, WdGM - Wprowadzenie do grafiki maszynowej,_WWW - Programowanie aplikacji www, ASK - Administrowanie sieciami komputerowymi, AiSD - Algorytmy i struktury danych_",10,735.352319999999,-1,-1.0,48.64,-1,2h 30min,Sobota 12.12.2020_
503,47.64,101.9816,134.18255999999997,Wykonał:_Mariusz Bodzioch_,10,86.54255999999997,-1,-1.0,48.64,-1,2h 15min,Sobota 12.12.2020_
504,319.85,116.0216,432.77816,Przedst. samorz. stud.:_,10,112.92815999999999,11:00_,291.29,28.560000000000002,11:45,2h 30min,Sobota 12.12.2020_
505,615.22,116.0216,657.98896,Dziekan:_,10,42.76895999999999,17:00_,599.5,15.720000000000027,17:30,1h 30min,Sobota 12.12.2020_
506,309.17,516.7516,558.0430400000002,"Plan NS sem. zimowy 2020/2021_Informatyka, NS - I st., rok III, semestr 5_",11,248.87304000000023,11:00_,291.29,17.879999999999995,11:30,2h 30min,
507,381.53,488.5,485.894,Sobota 19.12.2020_,11,104.36400000000003,12:00_,342.65,38.879999999999995,13:00,2h 30min,
508,85.8,473.7016,114.02928,07:00_,11,28.229280000000003,07:00_,85.8,0.0,7:15,1h 30min,Sobota 19.12.2020_
509,137.18,473.7016,165.40928,08:00_,11,28.22927999999999,08:00_,137.18,0.0,8:15,1h 30min,Sobota 19.12.2020_
510,188.54,473.7016,216.76927999999998,09:00_,11,28.22927999999999,09:00_,188.54,0.0,9:15,1h 30min,Sobota 19.12.2020_
511,239.9,473.7016,268.12928,10:00_,11,28.22927999999999,10:00_,239.9,0.0,10:15,1h 30min,Sobota 19.12.2020_
512,291.29,473.7016,319.51928000000004,11:00_,11,28.229280000000017,11:00_,291.29,0.0,11:15,1h 30min,Sobota 19.12.2020_
513,342.65,473.7016,370.87928,12:00_,11,28.229280000000017,12:00_,342.65,0.0,12:15,1h 30min,Sobota 19.12.2020_
514,394.01,473.7016,422.23928,13:00_,11,28.229280000000017,13:00_,394.01,0.0,13:15,1h 30min,Sobota 19.12.2020_
515,445.39,473.7016,473.61928,14:00_,11,28.229280000000017,14:00_,445.39,0.0,14:15,1h 30min,Sobota 19.12.2020_
516,496.75,473.7016,524.97928,15:00_,11,28.229280000000017,15:00_,496.75,0.0,15:15,1h 30min,Sobota 19.12.2020_
517,548.11,473.7016,576.33928,16:00_,11,28.229280000000017,16:00_,548.11,0.0,16:15,1h 30min,Sobota 19.12.2020_
518,599.5,473.7016,627.72928,17:00_,11,28.229280000000017,17:00_,599.5,0.0,17:15,1h 30min,Sobota 19.12.2020_
519,650.86,473.7016,679.08928,18:00_,11,28.229280000000017,18:00_,650.86,0.0,18:15,1h 30min,Sobota 19.12.2020_
520,702.22,473.7016,730.44928,19:00_,11,28.229280000000017,19:00_,702.22,0.0,19:15,1h 30min,Sobota 19.12.2020_
521,753.6,473.7016,781.82928,20:00_,11,28.229280000000017,20:00_,753.6,0.0,20:15,1h 30min,Sobota 19.12.2020_
522,39.24,412.5016,52.74192,ISI_,11,13.501919999999998,-1,-1.0,40.24,-1,1h 30min,Sobota 19.12.2020_
523,131.9,414.4516,195.76172,"IO [w], dr M.Kolev_",11,63.86171999999999,07:00_,85.8,46.10000000000001,8:00,1h 30min,Sobota 19.12.2020_
524,226.7,409.2616,282.88352,"ME [w], dr hab. _L.Błaszkiewicz_",11,56.18351999999999,09:00_,188.54,38.16,10:00,1h 30min,Sobota 19.12.2020_
525,316.61,409.2616,372.79352,"ME [w], dr hab. _L.Błaszkiewicz_",11,56.18351999999999,11:00_,291.29,25.319999999999993,11:30,1h 30min,Sobota 19.12.2020_
526,399.41,409.2616,469.74392,"WdGM [ćw], dr inż. _M.Bodzioch_",11,70.33391999999998,13:00_,394.01,5.400000000000034,13:15,2h 15min,Sobota 19.12.2020_
527,489.31,409.2616,559.64392,"WdGM [ćw], dr inż. _M.Bodzioch_",11,70.33391999999998,14:00_,445.39,43.920000000000016,15:00,2h 15min,Sobota 19.12.2020_
528,582.31,409.2616,644.15368,"ME [ćw], dr _M.Wojciechowski_",11,61.84368000000006,16:00_,548.11,34.19999999999993,16:45,1h 30min,Sobota 19.12.2020_
529,672.22,409.2616,734.0636800000001,"ME [ćw], dr _M.Wojciechowski_",11,61.84368000000006,18:00_,650.86,21.360000000000014,18:30,1h 30min,Sobota 19.12.2020_
530,85.8,336.3916,114.02928,07:00_,11,28.229280000000003,07:00_,85.8,0.0,7:15,1h 30min,Sobota 19.12.2020_
531,137.18,336.3916,165.40928,08:00_,11,28.22927999999999,08:00_,137.18,0.0,8:15,1h 30min,Sobota 19.12.2020_
532,188.54,336.3916,216.76927999999998,09:00_,11,28.22927999999999,09:00_,188.54,0.0,9:15,1h 30min,Sobota 19.12.2020_
533,239.9,336.3916,268.12928,10:00_,11,28.22927999999999,10:00_,239.9,0.0,10:15,1h 30min,Sobota 19.12.2020_
534,291.29,336.3916,319.51928000000004,11:00_,11,28.229280000000017,11:00_,291.29,0.0,11:15,1h 30min,Sobota 19.12.2020_
535,342.65,336.3916,370.87928,12:00_,11,28.229280000000017,12:00_,342.65,0.0,12:15,1h 30min,Sobota 19.12.2020_
536,394.01,336.3916,422.23928,13:00_,11,28.229280000000017,13:00_,394.01,0.0,13:15,1h 30min,Sobota 19.12.2020_
537,445.39,336.3916,473.61928,14:00_,11,28.229280000000017,14:00_,445.39,0.0,14:15,1h 30min,Sobota 19.12.2020_
538,496.75,336.3916,524.97928,15:00_,11,28.229280000000017,15:00_,496.75,0.0,15:15,1h 30min,Sobota 19.12.2020_
539,548.11,336.3916,576.33928,16:00_,11,28.229280000000017,16:00_,548.11,0.0,16:15,1h 30min,Sobota 19.12.2020_
540,599.5,336.3916,627.72928,17:00_,11,28.229280000000017,17:00_,599.5,0.0,17:15,1h 30min,Sobota 19.12.2020_
541,650.86,336.3916,679.08928,18:00_,11,28.229280000000017,18:00_,650.86,0.0,18:15,1h 30min,Sobota 19.12.2020_
542,702.22,336.3916,730.44928,19:00_,11,28.229280000000017,19:00_,702.22,0.0,19:15,1h 30min,Sobota 19.12.2020_
543,753.6,336.3916,781.82928,20:00_,11,28.229280000000017,20:00_,753.6,0.0,20:15,1h 30min,Sobota 19.12.2020_
544,375.77,351.19,491.642,Niedziela 20.12.2020_,11,115.87200000000001,12:00_,342.65,33.120000000000005,12:45,2h 30min,Sobota 19.12.2020_
545,39.24,275.1716,52.74192,ISI_,11,13.501919999999998,-1,-1.0,40.24,-1,1h 30min,Sobota 19.12.2020_
546,137.66,271.9616,192.16315999999998,"ERI [w], dr inż. _B.Nowak_",11,54.50315999999998,08:00_,137.18,0.47999999999998977,8:15,1h 30min,Sobota 19.12.2020_
547,221.06,277.1216,324.85639999999995,"ERI [ćw], mgr inż. R.Cybulski_",11,103.79639999999995,09:00_,188.54,32.52000000000001,9:45,2h 30min,Sobota 19.12.2020_
548,356.93,277.1216,445.68355999999994,"WWW [ćw], mgr H.Pikus_",11,88.75355999999994,12:00_,342.65,14.28000000000003,12:30,2h 15min,Sobota 19.12.2020_
549,492.07,271.9616,556.88044,"WWW [w], dr inż. _B.Nowak_",11,64.81044000000003,14:00_,445.39,46.68000000000001,15:00,1h 30min,Sobota 19.12.2020_
550,47.64,186.2516,782.992319999999,"ME - Mieernictwo elektroniczne, ERI - Elementy robotyki inteligentnej, IO - Inżynieria oprogramowania, WdGM - Wprowadzenie do grafiki maszynowej,_WWW - Programowanie aplikacji www, ASK - Administrowanie sieciami komputerowymi, AiSD - Algorytmy i struktury danych_",11,735.352319999999,-1,-1.0,48.64,-1,2h 30min,Sobota 19.12.2020_
